track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
spotify:track:34Omc6EuPtQ7APooNVRZKk,0.534,0.75,7.0,-4.886,1.0,0.0386,0.00121,0.0,0.0772,0.265,131.967,4.0
spotify:track:4KqsoEi99o9rdVfhvA1IPB,0.638,0.874,9.0,-5.009,0.0,0.0508,0.00361,3.21e-05,0.075,0.262,112.077,4.0
spotify:track:2hbA72TFulrNGTEBUMAnzG,0.584,0.776,0.0,-5.495,1.0,0.0358,0.267,0.0,0.112,0.608,112.139,4.0
spotify:track:2OZyDYkNED6mIDi8RXLnWy,0.684,0.643,0.0,-10.252,1.0,0.0329,0.0107,0.0,0.292,0.922,115.571,4.0
spotify:track:4CcCiZRjlRoHDPyvNsKn51,0.434,0.705,3.0,-7.977,1.0,0.0517,0.0978,0.0,0.208,0.757,131.884,4.0
spotify:track:4rcHWl68ai6KvpXlc8vbnE,0.306,0.722,0.0,-5.963,1.0,0.034,0.0519,0.0,0.117,0.41,174.732,4.0
spotify:track:2IFl6p0LoIfIZOn5IaxZOO,0.728,0.892,4.0,-5.172,1.0,0.126,0.0144,0.0,0.469,0.826,117.976,4.0
spotify:track:2dy2C0StZ3yiEeb0Aoolcn,0.764,0.846,10.0,-2.743,0.0,0.0636,0.159,0.000263,0.0475,0.777,122.992,4.0
spotify:track:0dW6U5UC9lBD1EblLJdhN5,0.746,0.71,5.0,-5.465,1.0,0.0419,0.0381,0.0,0.22,0.606,124.996,4.0
spotify:track:5Ug4FDeNl30GHSATrz0shq,0.652,0.766,2.0,-8.556,0.0,0.03,0.16,0.0,0.23,0.774,135.689,4.0
spotify:track:6AJ50ANJtWNuuR81hwRUlY,0.519,0.891,6.0,-5.395,1.0,0.0513,9.72e-05,3.69e-05,0.0692,0.463,144.054,4.0
spotify:track:7bsEgxdswhGfqGspJp4vBd,0.258,0.501,8.0,-5.309,1.0,0.0455,0.518,2.26e-06,0.107,0.491,186.778,3.0
spotify:track:3vv9phIu6Y1vX3jcqaGz5Z,0.713,0.802,4.0,-7.055,1.0,0.0561,0.0435,0.00377,0.309,0.343,100.001,4.0
spotify:track:5gZEhPrN1VLqTG1nIAXeNK,0.59,0.666,4.0,-4.047,0.0,0.0244,0.156,0.0,0.136,0.0743,104.042,4.0
spotify:track:7g2b2fQ6jv7qbaVOWeSups,0.496,0.957,5.0,-2.607,1.0,0.0965,0.0789,0.0,0.106,0.467,152.099,4.0
spotify:track:0SYRVn2YF7HBscQEmlkpTI,0.608,0.746,0.0,-8.851,1.0,0.354,0.026,2.39e-06,0.043,0.745,134.03,4.0
spotify:track:69W8SeNtFmZCU36BKcz538,0.486,0.951,9.0,-4.292,1.0,0.0458,0.227,0.0,0.123,0.901,134.328,4.0
spotify:track:57paCKftbvFgAeG023x354,0.644,0.939,11.0,-3.479,0.0,0.0447,0.149,0.0,0.227,0.882,106.013,4.0
spotify:track:4zN21mbAuaD0WqtmaTZZeP,0.847,0.69,1.0,-7.877,0.0,0.0493,0.0127,6e-05,0.0526,0.692,125.004,4.0
spotify:track:1FRP8d6l2jm3DS5f78ZrhK,0.671,0.725,2.0,-10.065,1.0,0.065,0.296,0.00022,0.0889,0.956,85.27,4.0
spotify:track:3oQomOPRNQ5NVFUmLJHbAV,0.671,0.153,0.0,-13.569,1.0,0.0404,0.912,5.53e-05,0.0771,0.658,85.6,4.0
spotify:track:6NES8EKeNkePM6H2r0F9F4,0.58,0.609,2.0,-6.921,1.0,0.0861,0.352,0.000423,0.11,0.504,152.852,4.0
spotify:track:4z7maGZkAonDlXlwo8q69f,0.715,0.689,2.0,-8.065,0.0,0.029,0.0143,0.000192,0.111,0.852,111.504,4.0
spotify:track:1cS0TgbR263ey9jn0MwD2s,0.748,0.749,8.0,-5.916,0.0,0.516,0.142,0.0,0.0713,0.659,90.09,4.0
spotify:track:3tjFYV6RSFtuktYl3ZtYcq,0.7,0.722,7.0,-3.558,0.0,0.0369,0.221,0.0,0.272,0.756,90.989,4.0
spotify:track:02KkLk03Oj9EC49700vovn,0.516,0.844,7.0,-4.378,0.0,0.0475,0.161,0.0,0.323,0.736,150.133,4.0
spotify:track:4NzMOnvSJVNKF7nw5NkXIP,0.905,0.389,8.0,-14.505,1.0,0.332,0.74,0.162,0.106,0.196,120.046,4.0
spotify:track:1QQgSUKCG8GakzMOwi4lFS,0.548,0.877,7.0,-4.458,1.0,0.124,0.0437,1.3e-05,0.0921,0.466,148.799,4.0
spotify:track:3BEZCNZSmVv30vsMNSOCri,0.558,0.524,2.0,-11.626,0.0,0.0459,0.321,0.000952,0.94,0.636,93.654,4.0
spotify:track:3NWpG50DNlO8IiVdx6Ig3w,0.633,0.655,7.0,-11.514,1.0,0.0312,0.617,2.79e-06,0.113,0.967,146.868,4.0
spotify:track:0oDQWfEXylIcmKZvhabdfy,0.613,0.905,9.0,-3.865,1.0,0.272,0.00547,0.0,0.0634,0.474,124.985,4.0
spotify:track:4Tac9REecowN7DzuYBAZaD,0.575,0.823,5.0,-3.546,0.0,0.0553,0.00363,0.000321,0.65,0.952,191.971,4.0
spotify:track:7kmfQ2QHwGqRCxVHDv5mzo,0.546,0.781,11.0,-9.439,0.0,0.0506,0.22,1.51e-05,0.363,0.539,95.032,4.0
spotify:track:0PZbaGIEj3L7ZsWhuNhtpR,0.568,0.814,7.0,-5.078,0.0,0.043,0.0382,0.0,0.402,0.462,144.956,4.0
spotify:track:76QK6gTaW2bBV47FDe3RPK,0.516,0.566,7.0,-8.339,1.0,0.0378,0.0523,0.000949,0.11,0.175,126.819,4.0
spotify:track:7qiZfU4dY1lWllzX7mPBI3,0.825,0.652,1.0,-3.183,0.0,0.0802,0.581,0.0,0.0931,0.931,95.977,4.0
spotify:track:45PF1Y3RcW5MK0jxWvhc4D,0.916,0.552,3.0,-5.051,0.0,0.0546,0.344,0.000722,0.0566,0.349,118.981,4.0
spotify:track:1Qrdlkgg9I4J7r3P4kZNwr,0.552,0.552,11.0,-9.736,0.0,0.0364,0.052,0.0,0.046,0.593,208.571,4.0
spotify:track:1LeWIs2hP2r5yOQnVuYoI5,0.663,0.6,7.0,-10.87,1.0,0.032,0.43,0.0,0.184,0.8,129.991,4.0
spotify:track:2SusUbsUQnw8OJDq56ZMbE,0.344,0.745,8.0,-6.901,1.0,0.0333,0.197,0.0,0.628,0.832,172.124,4.0
spotify:track:5K3Q1gue9nWLLwh6bYQFoB,0.496,0.566,0.0,-13.749,1.0,0.035,0.0824,0.0,0.13,0.672,89.913,4.0
spotify:track:1R2SZUOGJqqBiLuvwKOT2Y,0.727,0.938,11.0,-2.872,0.0,0.288,0.00432,0.0,0.0911,0.757,132.077,4.0
spotify:track:3IqZwsaeA895XFqcdLT8cv,0.768,0.678,9.0,-9.091,1.0,0.0382,0.061,1.9e-05,0.154,0.866,107.803,4.0
spotify:track:28xX6K8LnkZve4RiuEB3iK,0.448,0.824,5.0,-4.249,0.0,0.057,0.0739,0.0,0.113,0.419,119.965,4.0
spotify:track:6A7Y3xy2JbIsdW5rM4Yn8M,0.502,0.965,10.0,-2.946,1.0,0.112,0.053,0.0,0.34,0.962,192.811,4.0
spotify:track:6Srw86DNENcEprHmmYR4B8,0.578,0.889,9.0,-7.27,0.0,0.038,0.00159,0.000198,0.121,0.799,142.866,4.0
spotify:track:59qrUpoplZxbIZxk6X0Bm3,0.789,0.711,2.0,-4.248,1.0,0.041,0.0332,0.0,0.0876,0.753,112.985,4.0
spotify:track:7jdzEajQulRkZejXLFNmaZ,0.437,0.812,10.0,-6.629,1.0,0.0339,0.817,0.0,0.25,0.809,167.109,4.0
spotify:track:5kr90kavZCFmPhzk338xrX,0.623,0.628,5.0,-10.253,1.0,0.0349,0.0153,0.0229,0.244,0.93,156.292,4.0
spotify:track:3sb66av9ZpdI1JmPDHVa18,0.337,0.365,0.0,-15.091,1.0,0.0318,0.0788,3.84e-05,0.202,0.497,136.264,4.0
spotify:track:5h9K3mGdCFECcAXGo3S8Zx,0.364,0.433,10.0,-5.381,1.0,0.0425,0.554,0.0,0.131,0.222,123.978,3.0
spotify:track:1GR1U3xkN1gf8dzvcyGxfa,0.587,0.786,10.0,-6.553,0.0,0.0308,0.1,3.24e-05,0.0808,0.486,129.88,4.0
spotify:track:57MbOuT7s2ES3IW9KuZQzI,0.665,0.292,9.0,-18.086,1.0,0.0294,0.686,0.0128,0.0679,0.345,112.331,4.0
spotify:track:6zR5rIivVSMFkgzIkVp8l9,0.599,0.548,9.0,-5.911,1.0,0.0323,0.505,0.0,0.0898,0.518,121.163,4.0
spotify:track:5wQnmLuC1W7ATsArWACrgW,0.217,0.905,2.0,-4.103,1.0,0.0752,0.000289,0.00011,0.222,0.236,96.95,4.0
spotify:track:6zmRoCPjIZA9ysAVBYiU9Z,0.618,0.688,5.0,-5.867,0.0,0.0477,0.409,6.32e-06,0.3,0.561,78.311,4.0
spotify:track:6XVpKaD3oxpA2ohiLyTGPC,0.55,0.332,4.0,-12.365,1.0,0.0551,0.572,0.0,0.719,0.499,108.731,4.0
spotify:track:3A3dgR32O1T55lR6xMd9a5,0.498,0.694,0.0,-3.745,0.0,0.0423,0.0333,0.0,0.0831,0.776,199.968,4.0
spotify:track:7nGuT0EfqQ1TXcADEKwB6Q,0.647,0.754,10.0,-5.446,1.0,0.0378,0.015,0.0,0.0684,0.755,97.005,4.0
spotify:track:6onLnWywmbSnXDFPVY1mM6,0.633,0.792,1.0,-6.968,1.0,0.149,0.185,0.000185,0.152,0.918,175.795,4.0
spotify:track:3GpbwCm3YxiWDvy29Uo3vP,0.72,0.672,7.0,-6.852,1.0,0.0551,0.009,0.0,0.232,0.705,124.986,4.0
spotify:track:70YvYr2hGlS01bKRIho1HM,0.545,0.64,4.0,-9.937,0.0,0.224,0.00249,0.0304,0.196,0.606,80.544,4.0
spotify:track:1x5sYLZiu9r5E43kMlt9f8,0.707,0.629,0.0,-4.581,0.0,0.0563,0.259,1.6e-05,0.138,0.457,122.863,4.0
spotify:track:1h4XVjt26ZCDKmeEoHxT07,0.742,0.663,10.0,-5.06,0.0,0.0321,0.154,0.0,0.197,0.913,113.005,4.0
spotify:track:2kzRSiyignH8yzPTrWvyPo,0.653,0.711,9.0,-6.454,1.0,0.0623,0.109,0.0,0.443,0.769,160.048,4.0
spotify:track:0GX5oOKtU0nnx5OkhenW2i,0.709,0.745,4.0,-6.437,0.0,0.0738,0.0225,5.2e-05,0.154,0.576,126.027,4.0
spotify:track:3MeP8rMjztb9MpAlBaO6cU,0.535,0.786,7.0,-8.163,1.0,0.0928,0.244,1.2e-06,0.0935,0.951,91.152,4.0
spotify:track:1r4KZXhCnoVF8Zj5Q8sedq,0.744,0.945,7.0,-3.266,1.0,0.0286,0.0512,1.32e-06,0.0435,0.961,113.882,4.0
spotify:track:5qoxM7ZLKp6LDguvAG4Xe6,0.667,0.775,7.0,-6.842,0.0,0.0287,0.355,0.000212,0.0863,0.841,136.91,4.0
spotify:track:3Vo4wInECJQuz9BIBMOu8i,0.704,0.859,5.0,-4.877,0.0,0.0996,0.0185,0.0,0.0215,0.926,105.115,4.0
spotify:track:6ztstiyZL6FXzh4aG46ZPD,0.802,0.756,2.0,-10.791,0.0,0.0349,0.0843,0.00765,0.0521,0.963,131.715,4.0
spotify:track:1gcESexgftSuLuML57Y69q,0.787,0.472,2.0,-12.824,1.0,0.0832,0.221,0.000336,0.153,0.824,120.059,4.0
spotify:track:2tJulUYLDKOg9XrtVkMgcJ,0.704,0.558,2.0,-7.273,0.0,0.0542,0.148,0.0,0.107,0.245,110.444,4.0
spotify:track:0FsKQ04gn6CHHOq2ISEm0H,0.804,0.672,11.0,-4.614,0.0,0.122,0.256,1.02e-05,0.0906,0.778,111.023,4.0
spotify:track:6rQ9qJPvInEqSzlh89LsPJ,0.832,0.838,1.0,-5.414,0.0,0.0421,0.0791,0.0,0.152,0.965,100.019,4.0
spotify:track:4pkZNPC6yeMnQABwkTmsR6,0.551,0.794,4.0,-4.863,0.0,0.104,0.00119,0.0,0.112,0.334,135.947,4.0
spotify:track:02kDW379Yfd5PzW5A6vuGt,0.799,0.66,1.0,-6.153,0.0,0.079,0.256,0.0,0.111,0.471,140.04,4.0
spotify:track:7uzmGiiJyRfuViKKK3lVmR,0.71,0.789,4.0,-3.874,1.0,0.0722,0.0161,2.77e-06,0.451,0.717,142.929,4.0
spotify:track:5yvnuEZmDBNH4uEhqdayCS,0.375,0.536,8.0,-6.648,1.0,0.0275,0.363,0.000147,0.453,0.807,78.239,4.0
spotify:track:6NT8VAZify97bFRF6xotFC,0.596,0.524,1.0,-5.218,0.0,0.0259,0.0404,1.14e-05,0.0707,0.348,120.017,4.0
spotify:track:11lw4bWbmxWIETHitBU0Gc,0.807,0.741,1.0,-4.472,1.0,0.083,0.0135,0.0316,0.06,0.558,108.989,4.0
spotify:track:5DPVU9xTKDC2CizYp5WXT2,0.643,0.765,2.0,-8.602,1.0,0.0933,0.00157,0.00977,0.169,0.868,137.979,4.0
spotify:track:3AoeaZs8dFemFJr3JdzOL0,0.651,0.402,11.0,-9.303,1.0,0.028,0.639,7.73e-05,0.0765,0.258,119.873,4.0
spotify:track:2eRmD96ncTEgQwJmXa6rrg,0.872,0.715,11.0,-10.182,1.0,0.0468,0.0876,0.0706,0.177,0.967,133.225,4.0
spotify:track:7ceIquYtiTYlgSSm7PqUf9,0.209,0.872,9.0,-2.996,1.0,0.0757,0.217,0.0,0.0768,0.294,78.139,4.0
spotify:track:0LJKGUTtdzcLW9ZcUxkRXR,0.439,0.746,4.0,-8.159,1.0,0.03,0.0569,0.0,0.097,0.568,174.403,4.0
spotify:track:4jDhI4nE32u8meRN1aOu8u,0.545,0.812,9.0,-5.672,1.0,0.0609,0.028,0.00111,0.0749,0.785,159.69,4.0
spotify:track:6E11E0lT5Zy7yb6iT3y8DN,0.694,0.891,9.0,-2.94,1.0,0.0949,0.0562,0.0,0.561,0.563,97.939,4.0
spotify:track:4omisSlTk6Dsq2iQD7MA07,0.487,0.9,0.0,-4.417,1.0,0.0482,6.79e-05,0.0,0.358,0.484,149.937,4.0
spotify:track:1f2V8U1BiWaC9aJWmpOARe,0.451,0.97,0.0,-4.938,1.0,0.107,0.0264,0.00355,0.102,0.198,122.444,4.0
spotify:track:1DOWiYTT3pJD9mRRjx8BO0,0.724,0.684,9.0,-12.361,1.0,0.0532,0.0234,0.000599,0.153,0.812,104.318,4.0
spotify:track:0zkiQH567SDLqfWNBaU3hv,0.808,0.915,0.0,-3.277,1.0,0.233,0.0136,9.03e-06,0.0788,0.647,127.984,4.0
spotify:track:2XGVrlWlFtHwecfBzT9xqw,0.584,0.751,11.0,-7.129,0.0,0.0296,0.0658,0.00253,0.363,0.201,139.935,4.0
spotify:track:6e4tg1HxhM1Ld24yAvEtx9,0.821,0.699,2.0,-4.639,1.0,0.0547,0.000993,8.8e-05,0.165,0.35,118.033,4.0
spotify:track:5PuAFxKmqG72uKyoo11zpQ,0.596,0.589,0.0,-8.747,1.0,0.037,0.551,0.0,0.0897,0.587,75.288,4.0
spotify:track:5GayeBzzXIEl6fY0cP42Z1,0.569,0.785,1.0,-4.057,0.0,0.0457,0.0505,1.12e-06,0.086,0.303,128.031,4.0
spotify:track:25ttbACknSKxdXAZchsIne,0.62,0.613,4.0,-15.542,0.0,0.0512,0.211,0.0379,0.112,0.795,110.262,4.0
spotify:track:0uMMLry3hzWGn3q3loqMkm,0.506,0.764,0.0,-12.239,1.0,0.046,0.144,0.00025,0.247,0.868,156.336,4.0
spotify:track:1wcc2jURzIlgBq5GnYfGLk,0.781,0.847,0.0,-5.327,0.0,0.373,0.0288,5.78e-05,0.277,0.65,127.992,4.0
spotify:track:3gwoz4xZuye0agjYgrC2je,0.639,0.569,0.0,-7.236,0.0,0.0487,0.0581,0.000169,0.108,0.616,142.967,4.0
spotify:track:3Cx4yrFaX8CeHwBMReOWXI,0.712,0.967,7.0,-5.206,1.0,0.047,0.0771,0.0,0.356,0.895,145.024,4.0
spotify:track:6kxHMpVt9OYDQOwXYJrQAb,0.539,0.955,7.0,-3.997,1.0,0.0427,0.0894,3.31e-05,0.0873,0.502,129.875,4.0
spotify:track:56KqaFSGTb7ifpt16t5Y1N,0.797,0.872,9.0,-6.727,0.0,0.0575,0.291,0.0,0.284,0.866,129.885,4.0
spotify:track:2Ei2r77RvLvkz6X3qlP0qS,0.495,0.417,7.0,-9.993,1.0,0.03,0.668,6.18e-06,0.0644,0.603,119.862,3.0
spotify:track:126TblwXGNTUZ7RPMnThkU,0.698,0.876,3.0,-4.45,1.0,0.0486,0.452,0.0133,0.0824,0.81,101.992,4.0
spotify:track:63jNwcJ6BABHoxMNnvEt4A,0.46,0.77,9.0,-3.678,1.0,0.0317,0.076,4.06e-05,0.314,0.481,164.009,4.0
spotify:track:06HUJRcD0t95ogCb2pMQJF,0.722,0.559,10.0,-5.249,0.0,0.0342,0.187,8.96e-06,0.125,0.255,110.065,4.0
spotify:track:3oEiWQUKwV524mYSn5bgUq,0.555,0.468,10.0,-11.131,0.0,0.211,0.0786,0.0,0.113,0.325,93.877,4.0
spotify:track:67RGlVKzHjkY1InvIFiqYV,0.447,0.765,9.0,-4.305,1.0,0.0307,0.341,0.0,0.0779,0.129,115.509,4.0
spotify:track:4ebOl4StIjtrHteTl5NZhB,0.585,0.931,8.0,-3.784,1.0,0.0847,0.0188,1.74e-06,0.296,0.522,144.985,4.0
spotify:track:2LYbp1Z0tz4YQA7u73jaK1,0.715,0.554,7.0,-8.234,0.0,0.0362,0.0524,1.68e-05,0.0344,0.945,126.707,4.0
spotify:track:3monYp74moNPjM2JJMWa3Y,0.297,0.58,2.0,-5.554,1.0,0.03,0.362,0.728,0.165,0.753,198.691,3.0
spotify:track:2biWKOdQ3jXHJPTzk0ZMZD,0.702,0.922,0.0,-6.479,0.0,0.0568,0.158,0.000113,0.047,0.469,139.959,4.0
spotify:track:0YJxNXe6QrgcjXJNNnPPrN,0.574,0.253,2.0,-12.619,1.0,0.0299,0.758,9.98e-06,0.0668,0.329,122.069,4.0
spotify:track:57RHMnLMQx8Qz5V6c0E8dF,0.666,0.785,4.0,-5.37,0.0,0.0308,0.0981,0.0198,0.434,0.549,122.973,4.0
spotify:track:60wwxj6Dd9NJlirf84wr2c,0.509,0.781,8.0,-3.48,1.0,0.072,0.0398,0.0,0.0749,0.176,128.0,4.0
spotify:track:5kwAIpUBwhmiBpsJlcMgO1,0.556,0.885,6.0,-4.045,1.0,0.0321,0.00786,1.95e-06,0.138,0.771,125.997,4.0
spotify:track:3v9xlH6BpmRbqL7hgNJhfT,0.39,0.625,9.0,-7.813,0.0,0.0537,0.36,0.0,0.0663,0.514,144.338,4.0
spotify:track:3M9Apu4OZfylLTFKvgEtKa,0.647,0.726,3.0,-4.389,0.0,0.0552,0.157,0.0,0.0844,0.767,114.996,4.0
spotify:track:3j0oJtPonSYt9f5jHVLb91,0.653,0.525,4.0,-7.446,1.0,0.0414,0.57,0.0,0.141,0.633,156.996,4.0
spotify:track:1Pw5C4N6Fn5E4mGCxmbbVa,0.4,0.564,10.0,-7.444,1.0,0.0523,0.693,0.0,0.0863,0.483,99.269,4.0
spotify:track:0SsilQXb6Mr1W81YCtavvf,0.492,0.848,9.0,-2.834,1.0,0.0702,0.0634,0.0,0.204,0.368,129.843,4.0
spotify:track:5R7NpevGafxSzispzQpv1x,0.682,0.893,9.0,-3.563,1.0,0.0578,0.109,0.0,0.0692,0.613,129.964,4.0
spotify:track:7vN6krtNmC15iQgLN5pUib,0.781,0.667,9.0,-7.686,1.0,0.0522,0.427,0.0,0.0903,0.966,123.105,4.0
spotify:track:5JCi3pyggvk4B0yd0BK3ow,0.736,0.677,4.0,-7.036,0.0,0.0352,0.00114,0.844,0.0949,0.0747,121.01,4.0
spotify:track:4OLRw2NSxCyNkfCs8Uwvwg,0.698,0.676,11.0,-11.717,1.0,0.0277,0.0101,2.57e-05,0.112,0.961,116.486,4.0
spotify:track:3qI94hINNNeb4S7xQi18lS,0.774,0.641,1.0,-10.193,1.0,0.0799,0.0765,0.0,0.0867,0.875,113.256,4.0
spotify:track:0FNxt3yotq9AXl2A7ewpQM,0.452,0.303,9.0,-9.944,1.0,0.028,0.865,0.0,0.252,0.546,100.858,4.0
spotify:track:0fuP0ykgrDSxk5odNU7Gy2,0.662,0.74,7.0,-6.558,1.0,0.0382,0.00248,0.000986,0.0625,0.649,104.007,4.0
spotify:track:3RMeOetCdXttthQK0clPuz,0.541,0.44,10.0,-12.206,1.0,0.031,0.191,0.0,0.114,0.232,140.273,4.0
spotify:track:11jw9nN4jdQEb82hKJCgKG,0.577,0.644,2.0,-8.056,1.0,0.055,0.101,1.18e-05,0.695,0.313,134.084,4.0
spotify:track:29KiGwvYBw6JGQWrAlLhGg,0.579,0.203,9.0,-15.216,0.0,0.0657,0.292,0.0,0.0866,0.602,138.798,4.0
spotify:track:2F0h9qvjJPbmZGpzE8dRxF,0.553,0.962,10.0,-8.253,1.0,0.0418,0.00121,0.195,0.0979,0.345,140.081,4.0
spotify:track:3fkPMWQ6cBNBLuFcPyMS8s,0.532,0.728,9.0,-9.079,0.0,0.0352,0.106,0.0108,0.0849,0.69,134.303,4.0
spotify:track:33aYzW5ToRjiFOzkubeJ8H,0.566,0.711,0.0,-6.536,1.0,0.0335,0.611,6.59e-06,0.417,0.961,159.629,4.0
spotify:track:5jAYbBuwroXXigCj4IGFdA,0.625,0.858,9.0,-3.483,0.0,0.0462,0.092,1.36e-06,0.266,0.418,116.98,4.0
spotify:track:16Cs9KsHzgunxaEfGrXysG,0.723,0.87,8.0,-3.013,0.0,0.0435,0.035,0.0,0.656,0.678,129.952,4.0
spotify:track:1GkHyypTFkUf0QQKwYoXH4,0.668,0.563,11.0,-6.433,1.0,0.0522,0.0493,0.0,0.119,0.305,103.116,4.0
spotify:track:7FmoaVp4QaMfNQwH6fcnsy,0.583,0.882,4.0,-3.98,1.0,0.0395,0.00548,0.0,0.128,0.463,139.991,4.0
spotify:track:30Na9W2WrBLGrRoKlEiwbh,0.744,0.952,0.0,-2.902,0.0,0.0476,0.223,3.4e-06,0.126,0.945,103.232,4.0
spotify:track:6ic8OlLUNEATToEFU3xmaH,0.788,0.844,2.0,-3.131,1.0,0.0334,0.25,0.000678,0.0723,0.382,113.324,4.0
spotify:track:5z8uLrYMcUVvzTV28twt44,0.758,0.562,9.0,-6.302,1.0,0.0771,0.0996,0.0,0.0996,0.581,142.035,4.0
spotify:track:5k6lAqY0Nx5kwsZvA6FtGs,0.556,0.837,5.0,-5.646,1.0,0.0437,0.714,0.0,0.0719,0.41,80.081,4.0
spotify:track:1JfBYDZya2fuNprM5EA0L8,0.647,0.625,5.0,-9.613,0.0,0.0273,0.0893,2.67e-05,0.232,0.704,88.02,4.0
spotify:track:31sCDtVKSW2uCoDjumM4wW,0.896,0.469,8.0,-6.973,0.0,0.123,0.303,0.0,0.0504,0.89,90.014,4.0
spotify:track:2UieC7GlIwUsz26jY8in0Q,0.31,0.315,0.0,-7.207,1.0,0.03,0.912,0.000197,0.0719,0.131,127.851,4.0
spotify:track:0iyEaciAmtiv8xMkBg97Fy,0.745,0.756,4.0,-4.749,1.0,0.0429,0.021,0.0,0.356,0.495,109.999,4.0
spotify:track:5y6pj7OeBFF0CVgZKhRbOG,0.777,0.896,4.0,-4.467,1.0,0.0619,0.0352,0.0,0.317,0.843,111.987,4.0
spotify:track:78AFEyCYyfFUZAGnaVSBCE,0.424,0.885,8.0,-6.155,1.0,0.0701,0.000795,0.804,0.0917,0.249,132.757,4.0
spotify:track:6TTsEXKUG5y9n4fi6Wlt3q,0.608,0.968,4.0,-4.01,1.0,0.147,0.0517,0.000293,0.0389,0.37,142.913,4.0
spotify:track:3PfIrDoz19wz7qK7tYeu62,0.793,0.793,11.0,-4.521,0.0,0.083,0.0123,0.0,0.0951,0.679,123.95,4.0
spotify:track:7KWoeBqSdZHEloYKVxssfG,0.404,0.266,10.0,-16.688,1.0,0.0334,0.716,0.133,0.107,0.491,88.916,4.0
spotify:track:01XFgRZfZI7oBagNf1Loml,0.452,0.794,0.0,-5.151,1.0,0.0483,0.0111,0.00182,0.416,0.282,137.825,4.0
spotify:track:6OZh916QF8XNunWaP97WEZ,0.459,0.587,9.0,-6.983,1.0,0.0785,0.453,0.0,0.307,0.581,113.901,4.0
spotify:track:4zXp1M2eaaJbTP074be40B,0.45,0.522,5.0,-7.892,1.0,0.0377,0.817,3.93e-05,0.254,0.507,126.007,4.0
spotify:track:6HNruFQlzQx4ulL4ppRLYI,0.43,0.955,9.0,-4.767,1.0,0.0424,0.000807,0.0,0.044,0.366,172.975,4.0
spotify:track:6yuvC80FcnVJNvC0DbXN9e,0.819,0.485,6.0,-6.45,0.0,0.0756,0.0176,0.0,0.658,0.386,96.998,4.0
spotify:track:573latfTMO7SpGtStVrQx5,0.603,0.952,6.0,-3.699,1.0,0.0947,0.00189,0.000445,0.317,0.588,133.97,4.0
spotify:track:6hW2XKfZJDTImLOGlqM1pC,0.483,0.975,9.0,-1.333,0.0,0.356,0.333,0.0,0.878,0.266,95.439,4.0
spotify:track:6tunhVGD8C05MZNjSVIsjw,0.626,0.565,9.0,-10.027,1.0,0.0271,0.124,0.0,0.0811,0.924,116.61,4.0
spotify:track:3VZmChrnVW8JK6ano4gSED,0.805,0.602,0.0,-9.7,0.0,0.0579,0.119,0.000122,0.0581,0.744,94.382,4.0
spotify:track:5z3ZDMP02xF33yCvPFnct3,0.401,0.285,11.0,-11.005,1.0,0.0327,0.657,1.13e-05,0.158,0.267,130.465,4.0
spotify:track:31Y75sGePu69Qzkez9W6WP,0.663,0.548,1.0,-9.785,0.0,0.0809,0.0124,0.0,0.134,0.542,114.529,4.0
spotify:track:7KdF7Zac5eC9jutk9Qret4,0.548,0.632,2.0,-5.569,1.0,0.145,0.0126,4.95e-06,0.0769,0.535,113.682,4.0
spotify:track:07RgAeKIlahtqeCw25SkTu,0.649,0.443,9.0,-15.71,0.0,0.116,0.194,5.82e-05,0.0514,0.798,117.67,4.0
spotify:track:6BqMDVtK5cVWuCHxSoBVdg,0.419,0.922,7.0,-4.583,1.0,0.0694,0.00136,0.0,0.11,0.546,146.347,4.0
spotify:track:2FT9WmWskvuRt735aMy0mL,0.571,0.404,0.0,-8.592,0.0,0.0415,0.594,9.12e-06,0.104,0.305,119.793,4.0
spotify:track:1p80LdxRV74UKvL8gnD7ky,0.753,0.678,5.0,-5.421,1.0,0.0644,0.085,1.64e-06,0.13,0.583,96.006,4.0
spotify:track:2KklXplRtxMsBYo474Es0w,0.779,0.666,5.0,-7.361,1.0,0.0482,0.194,0.000556,0.0576,0.507,123.024,4.0
spotify:track:5dKBaysNJtfpyNTRa5lqDb,0.551,0.821,2.0,-4.489,1.0,0.0539,0.0102,0.0438,0.153,0.842,174.923,4.0
spotify:track:4PmJXrIWNKfXqQy58qeEqb,0.788,0.863,11.0,-3.022,0.0,0.0352,0.00522,3.44e-06,0.0371,0.805,103.98,4.0
spotify:track:0dXPka1K0Fjiyl3cLlVAk6,0.539,0.917,1.0,-5.11,1.0,0.0701,0.0202,2.61e-06,0.298,0.833,106.675,4.0
spotify:track:6tgjFqAUj3pY9vNihBMwT6,0.578,0.446,9.0,-9.549,1.0,0.0435,0.771,0.0,0.231,0.671,118.365,4.0
spotify:track:4ZExvJvQXPEeYzGU0N3THi,0.696,0.78,5.0,-12.159,1.0,0.0415,0.0427,0.149,0.298,0.954,98.699,4.0
spotify:track:5nA67Y0XX9JipZwYxX7Gl7,0.687,0.409,9.0,-7.751,1.0,0.0311,0.71,0.0,0.126,0.16,111.861,4.0
