track_id,track_name,album_id,disc_number,track_number,duration_ms,preview_url,is_explicit,popularity,isrc
spotify:track:5XA1GxaSpkUDULweScK0Rf,Gettin' Over You (feat. Fergie & LMFAO),spotify:album:6w2rRSUsQk1e9ALB6ybmlz,1,2,187426,,False,0,FRZID1000210
spotify:track:140ZbgLGULQbXjBpVII1ZB,Goodnight,spotify:album:39L39Zc1OmLrQOY4P0xhhG,1,17,149133,https://p.scdn.co/mp3-preview/45461cac216a3b7b29a938b36c3113787f569268?cid=9950ac751e34487dbbe027c4fd7f8e99,False,14,USSM16301521
spotify:track:77tNypNV8GYxwoeIGNgRRG,I Love My Life,spotify:album:4kc6vrABh87kQ4onFSDPLq,1,7,216053,https://p.scdn.co/mp3-preview/09650eb6a476468ccca2357d20fba95750feedc9?cid=9950ac751e34487dbbe027c4fd7f8e99,False,42,AUBM01400607
spotify:track:4aKIs5t9TqP59btlCGPrgw,Maneater,spotify:album:5nDQAU3K52JimAaShsZoSn,1,1,271893,,False,0,USRC10301821
spotify:track:4aqVJ566auHqnlpwSiYE5N,Back Home Again,spotify:album:6IWq54w4j5ZpaXUxro3bsr,1,1,285373,,False,0,USRC17403081
spotify:track:3bDpEvIfU5lk8Hd066WSuN,Keep On Movin',spotify:album:5jSAkaiC1BBKZQSZ7wFYOY,1,2,197333,https://p.scdn.co/mp3-preview/1f2aa5c457d111cd7eeb94c31ba42dfd57197821?cid=9950ac751e34487dbbe027c4fd7f8e99,False,43,GBARL9900105
spotify:track:5e0ozDjIRDuitUuekiF6ns,Run Runaway,spotify:album:14DvsG0HgGAdHGJQRtMFmv,1,3,300800,https://p.scdn.co/mp3-preview/0310996e6d4a817208f7f742d84d9df3ae29fd09?cid=9950ac751e34487dbbe027c4fd7f8e99,False,53,GBAKW8401008
spotify:track:7glzqUBop8ap2uWx9J0SC6,Monsters,spotify:album:5s4K0h0B1ILpWyC0lrKe79,1,4,219173,https://p.scdn.co/mp3-preview/a775e2551dca43a77167c16c59bb85cbe48b0ffa?cid=9950ac751e34487dbbe027c4fd7f8e99,False,41,AUSM00100031
spotify:track:5HBc1VOi4e7nRK4MTGUGHj,Sucker DJ - Radio Edit,spotify:album:7FRQXxA6irO4UFOKddSnsV,1,2,223211,https://p.scdn.co/mp3-preview/36ecf1494eb58d09e8cda174515f57f8c204f39e?cid=9950ac751e34487dbbe027c4fd7f8e99,False,35,USWR38500352
spotify:track:4uBzDO9wmPEXBKhfwAlMFJ,No Surprises,spotify:album:5bNn3KPcrlgLmhRXj4d2EX,1,10,228533,,False,0,GBAYE9700386
spotify:track:1Etdq9veihusHBIemDgxO2,Where Them Girls At - feat. Nicki Minaj & Flo Rida,spotify:album:0qCuRUxCZIQuqlboSVQ1tB,1,1,210080,,False,0,GB28K1100001
spotify:track:1T7Htpf1kEvU9Adf8J0ekk,Break Free,spotify:album:5AMOKSM1ftb3opIbGT2d4q,1,5,214840,,False,0,USUM71409719
spotify:track:6C5IC9bZ0q6mI16Hay23gB,I'm Gonna Knock on Your Door,spotify:album:7frXOPUyftNx3e0GJLeh6n,1,1,126266,https://p.scdn.co/mp3-preview/402cd1e94aa514b65838d5c97992fa467ee4a8c7?cid=9950ac751e34487dbbe027c4fd7f8e99,False,37,USZZM1010529
spotify:track:3Zh5cecN8TqelTN30SJUww,Brimful of Asha,spotify:album:3zImpd2BehQCHbnTiIJlZB,1,1,247960,,False,0,GBBKT9700052
spotify:track:59FYUvlodY7NCZGHk7yJt1,Escape,spotify:album:0zktx87Zil6xHw7OWtXwIz,1,1,208626,,False,0,USIR10120228
spotify:track:0uNc5YAhFT2ssP50qWtbVi,Just Like a Pill,spotify:album:2dpS2uYlkzDsPjl3IZbNjD,1,4,237466,https://p.scdn.co/mp3-preview/316fbd0dc1906249562b9521a7f329fc221e2846?cid=9950ac751e34487dbbe027c4fd7f8e99,True,49,USAR10100716
spotify:track:10Igtw8bSDyyFs7KIsKngZ,Freaky Friday (feat. Chris Brown),spotify:album:1XbNDGybI1iPfeQNJEeUdn,1,1,216631,https://p.scdn.co/mp3-preview/c18b159c39b8e601fbf2ccf42db5173f90a1b3ff?cid=9950ac751e34487dbbe027c4fd7f8e99,True,73,QMRSZ1800280
spotify:track:3tSmXSxaAnU1EPGKa6NytH,In the End,spotify:album:2pKw6GERJVAD61449B1EEM,1,8,216800,https://p.scdn.co/mp3-preview/40d41971c056daf99908b1dd1792b7f7b8e9c06d?cid=9950ac751e34487dbbe027c4fd7f8e99,False,68,USWB10002407
spotify:track:0vnCaQ0QtDnMYI5tVuhZiV,This Love of Mine,spotify:album:2OXZJLXxM8jrY3gBoVNfmz,1,10,259959,https://p.scdn.co/mp3-preview/077fc46402f6cdad77fa972a07c31721e407b7c2?cid=9950ac751e34487dbbe027c4fd7f8e99,False,33,USRE11600458
spotify:track:0yUlMnLpU2W6JQtvg1k4Od,Invincible,spotify:album:7oKtXc3FkeOZTCB88YugON,1,2,238360,https://p.scdn.co/mp3-preview/1269b39a1a7d07f7717255201da39d4fd780b0f6?cid=9950ac751e34487dbbe027c4fd7f8e99,False,45,GBCTA1500002
spotify:track:1UjdzJkBwidn55CUo5TB1O,The War Song - Remastered 2003,spotify:album:5GDd4m6f97q3ny2DfbnxiT,1,2,253986,https://p.scdn.co/mp3-preview/0bff4cade08c633a99f3ab569585fc591660bfbf?cid=9950ac751e34487dbbe027c4fd7f8e99,False,48,GBAAA0300593
spotify:track:0RkH9mnwB5jCVsq4XJKaIN,Can't Hold Back (feat. Macy Gray),spotify:album:15Zb2g4RVnUvTv5Z9dd2TA,1,3,152253,https://p.scdn.co/mp3-preview/7a485a4a9ee57435925d685b4ba99a579e83ec6b?cid=9950ac751e34487dbbe027c4fd7f8e99,False,8,GBVKY0800008
spotify:track:5oHHMDcVOmPSFrCgdbHPdb,It's Five O'Clock Somewhere (with Jimmy Buffett),spotify:album:26w8J2SKCxa80Bwq6G8ctN,1,33,230133,https://p.scdn.co/mp3-preview/3a487518752a73fffffcbfac557958af7a669c2c?cid=9950ac751e34487dbbe027c4fd7f8e99,False,69,USAN20300025
spotify:track:6GzApXoBQiiAjak3tOQfV3,Lie To Me (feat. Julia Michaels),spotify:album:2rSrRHcfwJXxni8HczqKAT,1,1,149877,https://p.scdn.co/mp3-preview/72fc8f546b5ccdabe9ff555e606753d815c4f342?cid=9950ac751e34487dbbe027c4fd7f8e99,False,69,GBUM71807929
spotify:track:1Mb8WgET5ozEtG0zlibyUy,Timber (feat. Ke$ha),spotify:album:7vARFzgdVkbrHWheIKMkZk,1,13,204160,https://p.scdn.co/mp3-preview/54825c719d56bd5b737ac7c1aa3ce41ad3eef338?cid=9950ac751e34487dbbe027c4fd7f8e99,False,64,USRC11301695
spotify:track:3G2cEEyPBmg1ICmRqUBNkg,Treatment,spotify:album:6PBBbXmYV7dKnaik0fjkOI,1,4,270520,https://p.scdn.co/mp3-preview/09ce15565c916d998d0396ffd978c2ee4b91ecd4?cid=9950ac751e34487dbbe027c4fd7f8e99,False,35,GBHMU1200006
spotify:track:0lfPPoWG4b3OmhieJ2YDF0,If It Makes You Happy,spotify:album:3FiplT4vIgWCRwLZSn0EDd,1,5,324840,https://p.scdn.co/mp3-preview/3ff7b4d6b2b6c36acf272727b51ea6f01e7cc124?cid=9950ac751e34487dbbe027c4fd7f8e99,False,65,USAM19604339
spotify:track:2qT1uLXPVPzGgFOx4jtEuo,no tears left to cry,spotify:album:3tx8gQqWbGwqIGZHqDNrGe,1,10,205920,https://p.scdn.co/mp3-preview/e5b04ad7398a7c8f5c4c788f4ab43f3f4cef150a?cid=9950ac751e34487dbbe027c4fd7f8e99,False,80,USUM71805289
spotify:track:5N3dv2MACON0IkBc8KoGRS,All the Wrong Places - Radio Edit,spotify:album:4sxj4Z8g8stVQ7eQKf0nrg,1,9,207866,https://p.scdn.co/mp3-preview/606db5b928e5b179207832da6f88f1edf28cf009?cid=9950ac751e34487dbbe027c4fd7f8e99,False,33,GBARL1300788
spotify:track:275KAjHjZOtnTVWZ2Kcr7k,Walking On The Moon,spotify:album:5vLIfhDpTmdyQ0YrlnXzSr,1,6,301813,,False,0,GBAAM7900007
spotify:track:0Hx249i8UGY4cWLjmo1eIH,Four to the Floor - Thin White Duke Mix; Short Version,spotify:album:6UXbFDhwOmwxVBFJPC0L3x,1,3,280488,https://p.scdn.co/mp3-preview/1e17bc2241b6c63292c00563a2e2f194855de0fc?cid=9950ac751e34487dbbe027c4fd7f8e99,False,58,GBAYE0302610
spotify:track:3mlMpmY8oZIBFc39D9zLbh,The Long And Winding Road - Remastered 2009,spotify:album:0jTGHV5xqHPvEcwL8f6YU5,1,10,218186,https://p.scdn.co/mp3-preview/e248bd884210ccf1dd62ee9fd3bf130202134522?cid=9950ac751e34487dbbe027c4fd7f8e99,False,68,GBAYE0601717
spotify:track:5lA3pwMkBdd24StM90QrNR,P.Y.T. (Pretty Young Thing),spotify:album:1C2h7mLntPSeVYciMRTF4a,1,8,238733,https://p.scdn.co/mp3-preview/d692f3799ca86b3689946fa39dda52dbd9c574ae?cid=9950ac751e34487dbbe027c4fd7f8e99,False,70,USSM19902993
spotify:track:6OnfBiiSc9RGKiBKKtZXgQ,We Built This City,spotify:album:0YCraVqAWvJHiBYP2AXgV6,1,1,296080,https://p.scdn.co/mp3-preview/7c136e7220892133e94c4d13d4ca7262d3d5cf4c?cid=9950ac751e34487dbbe027c4fd7f8e99,False,80,USRC18503424
spotify:track:235LXPXfi0SmOaS9TaCh3c,Teenage Dream,spotify:album:06SY6Ke6mXzZHhURLVU57R,1,1,227741,https://p.scdn.co/mp3-preview/b473f475ab258017d44a716b9dc77d7596d16a01?cid=9950ac751e34487dbbe027c4fd7f8e99,False,76,USCA21001255
spotify:track:5zrvbvUB7T3d1mi69885VZ,Bang!,spotify:album:0BMvSQK3y8nfvgN09KphZc,1,1,170858,https://p.scdn.co/mp3-preview/74f911dec3dfddbf7919e6139faf19aa37795d42?cid=9950ac751e34487dbbe027c4fd7f8e99,False,52,QMRSZ2000128
spotify:track:5eYwDBLucWfWI5KsV7oYX2,Mary Jane's Last Dance,spotify:album:7ait6chB3O3C1fMGUDJhtu,2,15,272266,,False,0,USMC19341704
spotify:track:05qXhd5dgfDS5mDEf7dbfN,Let's Get It Started,spotify:album:1N6L8kfSIHHTFjPwJ4on3z,1,1,228706,,False,0,USIR10400344
spotify:track:0eG5CqXwJpa5MBjYyg1lRm,Slide,spotify:album:0UccZZgelTAbbk3OSPZymO,1,4,213200,https://p.scdn.co/mp3-preview/3e90173baeeae8eccaef3f30388df6b6b27843cb?cid=9950ac751e34487dbbe027c4fd7f8e99,False,56,USWB10704697
spotify:track:7ccI9cStQbQdystvc6TvxD,We Are The Champions - Remastered 2011,spotify:album:6Di4m5k1BtMJ0R44bWNutu,1,2,179200,https://p.scdn.co/mp3-preview/edb9b92942f6c44cea060e481d2f6fecff19fbb9?cid=9950ac751e34487dbbe027c4fd7f8e99,False,67,GBUM71029619
spotify:track:2cS4P8xExQooEY0EYgx3Kq,All I Wanna Do,spotify:album:0JpVbXHKFpNszSRZVsXti6,1,75,266960,,False,0,GBAHT1200634
spotify:track:6OufwUcCqo81guU2jAlDVP,Love Tonight (Edit),spotify:album:5KXv2MHeoLSqZ96jRuFF9H,1,2,241970,https://p.scdn.co/mp3-preview/7d9ec9cde591eb2ac749710539a3a49d9f4ed30e?cid=9950ac751e34487dbbe027c4fd7f8e99,False,78,USQY51798087
spotify:track:57EyDAxErYua949EnLk9WO,For You,spotify:album:7pXb9CIW4OJCnaatMWc2gw,1,8,201293,,False,0,USA370529707
spotify:track:3ep2JeuUdSlMm8JfwKbY15,L.A. International Airport,spotify:album:4SMpKmioHN4VSb6f5rqzhl,1,4,171000,https://p.scdn.co/mp3-preview/b646071f7eaede312755d9db3d54191b960c33a5?cid=9950ac751e34487dbbe027c4fd7f8e99,False,41,US3M59902804
spotify:track:3XKIUb7HzIF1Vu9usunMzc,Maria Maria (feat. The Product G&B),spotify:album:10aiDpdFGyfCFEcqpx6XTq,1,7,261973,https://p.scdn.co/mp3-preview/aeca3af8544ab78fef1485a06e5542b65ce00d66?cid=9950ac751e34487dbbe027c4fd7f8e99,False,85,USAR19900035
spotify:track:6PPB04veEoZI33g8O5VsEY,Tell Him I'm Not Home - 2015 Remaster,spotify:album:3a7JXyIuAl4LZ4niKhEf2W,1,8,134440,https://p.scdn.co/mp3-preview/7095e1df647778f6578bf5d5b0c435e7ae40dde9?cid=9950ac751e34487dbbe027c4fd7f8e99,False,7,AU3O01100606
spotify:track:6IWxHgVbdKyUMydhVGXRaT,On The Road Again,spotify:album:0TBmLh3U5sk1F8eF0twjwi,1,1,206333,https://p.scdn.co/mp3-preview/abe3aabbf0a9707e559ebd837dea4280bf1fb425?cid=9950ac751e34487dbbe027c4fd7f8e99,False,53,USEM39400161
spotify:track:4wx3anSO3E8O7oD4IHKqED,Step By Step,spotify:album:3WIj08gD3U2KEgs2m8yHED,1,14,149493,https://p.scdn.co/mp3-preview/c525c29c23d57cce4564b8818b99059eabaadb64?cid=9950ac751e34487dbbe027c4fd7f8e99,False,10,NLG620401592
spotify:track:5djwPnr9kffOaIr7SmmOFK,Don't You Know It's Magic,spotify:album:0pn89FD5YCTfzUKDzKKVDL,1,14,242346,https://p.scdn.co/mp3-preview/38d1ddc04664673a9310f4ec8119ebaf96db0ea4?cid=9950ac751e34487dbbe027c4fd7f8e99,False,33,AUEM07200021
spotify:track:5J1TCBAWhDZ272GLJmxoDY,Eternal Flame,spotify:album:3BH0mUvl0IrLMXd9lxJyEO,1,5,238773,https://p.scdn.co/mp3-preview/4234af755fa13d51fcbd73c3fcaab13d6c3df8e3?cid=9950ac751e34487dbbe027c4fd7f8e99,False,59,AUMU08900010
spotify:track:23WHTR4EN7QUx1oqa2z0zh,We Own It (Fast & Furious),spotify:album:5egYYjj06RlBCP2bVhnblH,1,18,227906,,False,0,USUM71305173
spotify:track:6gVcCug2JayEzj2FvGTTch,The Animal Song,spotify:album:3gMHTmJc4Wk3OhDDjNiDWF,1,9,280947,,False,0,AURQ09900171
spotify:track:7dfl9X38RhIvB3oSmmneq3,I'll Make Love To You,spotify:album:1DjxZpmeR9Dzu9tF4J44S7,1,9,236760,https://p.scdn.co/mp3-preview/394788bfe61092772cb66a5258c500e4c59ac9a5?cid=9950ac751e34487dbbe027c4fd7f8e99,False,70,USMO19400340
spotify:track:7L7DgjhqnYYuIfgyhKTcxs,Lies,spotify:album:7uKWPUXqgyvhx9XBJ9t6WW,1,1,167026,,False,12,USATV0400115
spotify:track:4QNpBfC0zvjKqPJcyqBy9W,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",spotify:album:4rG0MhkU6UojACJxkMHIXB,1,2,252306,https://p.scdn.co/mp3-preview/6eafa4293d2b35b2e75ffab5ec1bba8ec00d5082?cid=9950ac751e34487dbbe027c4fd7f8e99,False,86,USJAY1100032
spotify:track:3AInBEwANMFfwhpUcUechO,The Last Farewell,spotify:album:4mLl8N7qHbTgTlyjZOav2N,1,16,220600,https://p.scdn.co/mp3-preview/17ed03143b1496d7819ca59a402bcef23c202187?cid=9950ac751e34487dbbe027c4fd7f8e99,False,51,GBAKW0300926
spotify:track:1NLYuHxlrtDF8iSEQExmZu,She Is,spotify:album:5pwPik6VKu2r55aO2X7DYC,1,8,201426,,False,0,USUG11401133
spotify:track:5TYv5CM1NEFVi2t6QPDjtW,Who You Lovin,spotify:album:63rkq51xFTk7XtMmB4B6Dw,1,1,232080,https://p.scdn.co/mp3-preview/e39cb3d949554eb310ae5fadff29ff5badc18edd?cid=9950ac751e34487dbbe027c4fd7f8e99,False,32,QMCE31500423
spotify:track:2q4MbsAkTe2KHPc1calBT6,Ladidi Ladida,spotify:album:7kQtr0cIKu7qZCrCvvkHOD,1,8,182640,https://p.scdn.co/mp3-preview/d98e9ca425067349168eb95589e8b40d61e5bdc3?cid=9950ac751e34487dbbe027c4fd7f8e99,False,25,DKAXS9845207
spotify:track:7GZ5lWqONRabYPdUO234aC,Friday To Sunday,spotify:album:64GVpS2rqsR07LjNjgz05g,1,1,192453,,False,0,AUBM01000540
spotify:track:2nmcstJm068qfoxC51c3al,Heartbeat It's A Love Beat,spotify:album:5bnm51JE0jdf8jRK8QimbX,1,1,194893,https://p.scdn.co/mp3-preview/a93c14aadf06b2cf1eec552ca18bad9bba0ba9e7?cid=9950ac751e34487dbbe027c4fd7f8e99,False,37,USUMG0000261
spotify:track:22yw6rIyhtDr08Dfh3ipwA,I Hate the Music,spotify:album:28L7sCuuF8Zt6dW1FuZqRh,1,4,233653,https://p.scdn.co/mp3-preview/2293b08d30fc333b23ac9333b76edfa4769c5aa1?cid=9950ac751e34487dbbe027c4fd7f8e99,False,30,AUAP07600019
spotify:track:3S3dZXxNGghLtOqehzHtii,One Moment in Time,spotify:album:2No9DisAfser7YCYQcYpj3,1,20,285000,,False,0,USAR19901006
spotify:track:7tUEDtHchueeUJTfEFEhii,Right Here - Human Nature Radio Mix,spotify:album:2BBrAtWY0c6dPio5b2JYFK,1,15,226946,https://p.scdn.co/mp3-preview/640a7886b3e2897673572de83477cf8297af83e0?cid=9950ac751e34487dbbe027c4fd7f8e99,False,68,USRC19305619
spotify:track:3WKf8HqNlAP1X3PZkw663E,"Not Me, Not I",spotify:album:26h1O5W89WLiEzxTztbGfu,1,3,265453,https://p.scdn.co/mp3-preview/f38a1a0f3953e69d531eabb8ce15753f484d5043?cid=9950ac751e34487dbbe027c4fd7f8e99,False,41,AUSM00300006
spotify:track:5x2TDyeeTpf0riUoQDrvsV,Ride Wit Me,spotify:album:7kL2kX4AeR1eUR9bz2mbNe,1,2,291933,https://p.scdn.co/mp3-preview/41bd34ec30037e63eb89b4bfb42656f85b1d0f90?cid=9950ac751e34487dbbe027c4fd7f8e99,True,56,USUR10000183
spotify:track:0gSRmdIJmRh8DSi4T2fD5C,I Just Can't Stop Loving You (Glee Cast Version),spotify:album:5xfYkiAJW9RrET2C1xHXQ6,1,1,237573,,False,0,USQX91200011
spotify:track:3TlIt0ReIxPsVZcOEivT5U,It's Not Unusual,spotify:album:15rjWnMzpMTz2wJ67NzJRR,1,8,119800,https://p.scdn.co/mp3-preview/f17723085ec14102961588629e84d0f6bbadb8a6?cid=9950ac751e34487dbbe027c4fd7f8e99,False,77,GBF076520010
spotify:track:7hzY0LHz8KdEr1PowHhbdu,Shake Your Groove Thing,spotify:album:0qf42mS1W0tr6L7yaGor0Y,1,2,346133,,False,1,USF067825160
spotify:track:3l35DNYvWELcX1z1DIZ6Tf,"How Does That Grab You, Darlin'?",spotify:album:7dC9EutCtygeEpefdcjWTL,1,10,153716,https://p.scdn.co/mp3-preview/67851b60b5d383d2383cbae328d9ba3b1533ea56?cid=9950ac751e34487dbbe027c4fd7f8e99,False,37,USASE0500025
spotify:track:0IvHltq1M8zaUayrMgoajw,Sweet Sixteen,spotify:album:3FQC7eHJ3dPT8wXc2yUbpX,1,4,257266,,False,0,USCH38600002
spotify:track:6Neq7tjnknt4URNI8txFL4,Every Morning - Remastered,spotify:album:2hjQQj7x2YipViOCw6UX1N,1,6,220200,https://p.scdn.co/mp3-preview/f16a483caa447177d2d57ece81496e5ab81005e4?cid=9950ac751e34487dbbe027c4fd7f8e99,False,62,USAT20503176
spotify:track:4qrSd9NMui1V19MEnIAhj7,Best Song Ever,spotify:album:7slbkjkfIPufuEa858735n,1,1,202440,https://p.scdn.co/mp3-preview/c46e04c0c2985d99535b1c83666d41fd516fbdbb?cid=9950ac751e34487dbbe027c4fd7f8e99,False,47,GBHMU1300102
spotify:track:0eqH0ALoDQevq59YcQ53KE,Hollaback Girl,spotify:album:34y7m68F7rN9ou6m5GWohR,1,3,199853,https://p.scdn.co/mp3-preview/43a800b4642c197826403139f6738942413b49ff?cid=9950ac751e34487dbbe027c4fd7f8e99,True,74,USIR10400847
spotify:track:0GuQcX8wTe8bUZ72ZncR7m,All Along The Watchtower,spotify:album:5643V0ojEFh2bULWiPhuhs,1,10,239666,,False,0,USMC10000797
spotify:track:5pfJsMwoRYKampPay8amX0,"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",spotify:album:2kqn09pydzvKvB3xWbAxY4,1,2,292593,https://p.scdn.co/mp3-preview/9b3a1019acb4a65991b57f854304c7bdc1695489?cid=9950ac751e34487dbbe027c4fd7f8e99,True,70,GMM881500002
spotify:track:2wTm8PctkzjPVJW2dAjsQj,A World Without Love - 2002 Remaster,spotify:album:4tbBthCq16aPiOjpo5E9qv,1,18,175200,https://p.scdn.co/mp3-preview/0982afe81cf2821a78288fad815a9b529fecfef4?cid=9950ac751e34487dbbe027c4fd7f8e99,False,9,GBAYE0902661
spotify:track:0bVErWwMwsPgf3PufQA80g,Been Waiting,spotify:album:21Z3oePgswl4kS1LW0aXVm,1,2,227746,https://p.scdn.co/mp3-preview/e9bebe5b7f2a1df02025946a768b9b7aa6448410?cid=9950ac751e34487dbbe027c4fd7f8e99,False,38,AUBM00800490
spotify:track:3QqcE0U4RE3MQbmJfD1tsO,Do The Bartman,spotify:album:3VyAp9RxWzbjiwg47aKmk5,1,1,310706,,False,0,USIR10110129
spotify:track:3iA4foXIFpekwHyma7pRs1,Overkill,spotify:album:4GDchmJ8oESRJ58cDXvnE0,1,2,229466,https://p.scdn.co/mp3-preview/b9844114dd6b25047e659f75649a12ac10790281?cid=9950ac751e34487dbbe027c4fd7f8e99,False,67,USSM18200071
spotify:track:3k63RLvRgkgPGx0keOH3P6,Different Drum,spotify:album:2FrEXjdS2mZO6sx6pA5MbY,1,7,159973,https://p.scdn.co/mp3-preview/575906844461fa4ff64ada34415f310dfba9b754?cid=9950ac751e34487dbbe027c4fd7f8e99,False,61,USCA26700181
spotify:track:1cNpxHxZHmZDG8JT981yHf,Days Like This,spotify:album:2ENxN89jSYgp7Yh9rPX133,1,1,186755,https://p.scdn.co/mp3-preview/45b935592e2e499565be21f212b9b193cb3c9922?cid=9950ac751e34487dbbe027c4fd7f8e99,False,42,AUBM02100259
spotify:track:4Lt6GXGzYsa1tgkv3nGSTm,Love Not War (The Tampa Beat),spotify:album:3CHys9v5aX1NS861o6r556,1,1,192921,https://p.scdn.co/mp3-preview/c48a24d105eb4cc9b6c05338eb3140370e19f786?cid=9950ac751e34487dbbe027c4fd7f8e99,False,71,GBARL2001440
spotify:track:100jpltwNaX9WPws7g4PU2,One Said To The Other,spotify:album:1JfbMyeFCCSpjRGfvmtvNV,1,6,165560,https://p.scdn.co/mp3-preview/89d9d550188975aa32580f4174a393291fe4714b?cid=9950ac751e34487dbbe027c4fd7f8e99,False,28,AUEMO0300105
spotify:track:1qzHqfvKrZWo6dVHM1dXrj,Turn Me On,spotify:album:3ArSFkv4OQOosOvYTrZNIl,1,7,154800,https://p.scdn.co/mp3-preview/15ae20a7f268cb2ab955733116dabc3f4368a827?cid=9950ac751e34487dbbe027c4fd7f8e99,False,73,USBN20100532
spotify:track:3c3XJ9P1BjOtmNXKvdVyHK,For A Better Day,spotify:album:5ttIIMPWCp2bvwsdAPcEXC,1,5,206066,,False,0,CHB701400189
spotify:track:7MTdv6v3vsmQcVfh7eIaks,Tripping,spotify:album:14cUCy4aMykhZbIFTw7dtW,1,2,276603,https://p.scdn.co/mp3-preview/ed4f2ef36a6151005e88ded54e9b8d546537d9f4?cid=9950ac751e34487dbbe027c4fd7f8e99,False,63,GBFFG0500004
spotify:track:0eRs6SGN3HsETmKTm1h4Xs,Love Will Find A Way,spotify:album:4HgKVZnOQKslna00lwVNoe,1,8,374360,https://p.scdn.co/mp3-preview/d0767a3dbe75354d3414ccfe2bee89ef22234fba?cid=9950ac751e34487dbbe027c4fd7f8e99,False,20,USXMM1100031
spotify:track:3towKHKVOXCCcL1fHv6xFO,Capital Letters,spotify:album:2nmhzJgbpV1eJ5lvtZ7Z1c,1,1,219386,,False,0,USQ4E1703340
spotify:track:2ZrIGSO7RUz0Di1QrrqiI9,Love on the Weekend,spotify:album:5GkyQHN2jO9L05VV0gBnGH,1,3,211840,https://p.scdn.co/mp3-preview/e477f5e22491ddd3b0462ecb9b78ee85c79a9167?cid=9950ac751e34487dbbe027c4fd7f8e99,False,41,USSM11609513
spotify:track:7tawDKBYV9059X92D6dr7R,Clumsy,spotify:album:0jwuTvP3hp2jFY08VLgvnD,1,2,240426,,False,0,USUM70609116
spotify:track:5nbNdS5SKdpiDZjCBh8W7b,Get It On,spotify:album:6hPt04r4KtO00nwhdGJ8Ox,1,6,262613,,False,0,GBCHM7100038
spotify:track:53QhPsIbjSd6mKdNMOTfE5,Last Night,spotify:album:3ChG0pQjLzXun4DNbqnDfp,1,43,267640,https://p.scdn.co/mp3-preview/861212a27f1e2977e0d82d169b90b43413fa6cd9?cid=9950ac751e34487dbbe027c4fd7f8e99,False,21,USLF29600017
spotify:track:0wegjSmMmGyIt8hr0KCu9u,Bottle Of Wine,spotify:album:1AD44MeoSIgCJNcPAFCSCo,1,22,130226,,False,0,GB03A0600265
spotify:track:3FGcQkWQlkeB82RdZwlw8V,Kiss You All Over,spotify:album:7orQwVEEjByRj9hT98frwo,1,10,214400,https://p.scdn.co/mp3-preview/f3a6a90160c845e7a7c0780a06a65ab036ca186a?cid=9950ac751e34487dbbe027c4fd7f8e99,False,61,USSM19915889
spotify:track:45tseiRk0tNNZwkejJGwJn,Centerfold,spotify:album:2FZfWyxQuzOcmwzrxlqKRp,1,1,218026,https://p.scdn.co/mp3-preview/71ece42d751323c248267476375f6674dd10bea8?cid=9950ac751e34487dbbe027c4fd7f8e99,False,46,USCA20600378
spotify:track:1GLCArNjvSSIFphBkpEqQz,Talking Like I'm Falling Down Stairs,spotify:album:4nr3kxu5Xqzz4A6LgMhdPO,1,3,247840,,False,0,AULI01175700
spotify:track:0JXpXhCI4mm2VKnrYSFO71,Wild,spotify:album:1d2u8egQLmE07acQGypt1P,1,10,234293,https://p.scdn.co/mp3-preview/779c9d1416aa46aa3875b92bc103043712ba8141?cid=9950ac751e34487dbbe027c4fd7f8e99,False,15,USUM71306454
spotify:track:1kX0JVbq1lG9VZNiLF3Bwz,Get Down,spotify:album:6SZx2JXzQ7d2CmIvQIBkyv,1,10,159680,https://p.scdn.co/mp3-preview/5bc498a5345013bd51a07b5e09ae5d50cb394d0c?cid=9950ac751e34487dbbe027c4fd7f8e99,False,53,GBEQJ0400004
spotify:track:4u9f8hqstB7iITDJNzKhQx,My Generation - Stereo Version,spotify:album:6Oc6Ok1Oawu8lRkjmD4mXy,1,6,198706,https://p.scdn.co/mp3-preview/944ed5983dd0fd4d44db5cc6e1bf019bce2e1871?cid=9950ac751e34487dbbe027c4fd7f8e99,False,68,GBUM71406026
spotify:track:36xEjbl8DtevPJgw6i9IuY,Feels like the First Time - 2008 Remaster,spotify:album:3RYi1mBYapOaGWQvwRjRjr,1,1,232333,https://p.scdn.co/mp3-preview/0bea4d7fedaa661a46639fb48e92581bc2f8494f?cid=9950ac751e34487dbbe027c4fd7f8e99,False,55,USAT20802323
spotify:track:1LKPYuJXIK8r6CJYThCZEU,Hair (Rerecorded),spotify:album:7FxYRsJscr7fha69a2Zcjl,1,2,207786,https://p.scdn.co/mp3-preview/c3fdff149184743589eec3ac3d829df7132c726e?cid=9950ac751e34487dbbe027c4fd7f8e99,False,23,USDEI7903449
spotify:track:6NdkzOSCLzmyV9Qc4DKhJ2,This Is What It Feels Like,spotify:album:4uPKXpXtHrspK8v2ObzyPs,1,1,204360,https://p.scdn.co/mp3-preview/3f200355f2d70cb3eb2957c8b88578b1cc272a27?cid=9950ac751e34487dbbe027c4fd7f8e99,False,51,NLF711303312
